study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp
PRJNA208535	SAMN02254772	SRX308942	SRR906137	646099	human metagenome	733977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906137/SRR906137.fastq.gz		4822216	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906137
PRJNA208535	SAMN02254777	SRX308943	SRR906138	646099	human metagenome	385718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906138/SRR906138.fastq.gz		2913998	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906138
PRJNA208535	SAMN02254776	SRX308944	SRR906139	646099	human metagenome	729084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906139/SRR906139.fastq.gz		5350062	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906139
PRJNA208535	SAMN02254775	SRX308945	SRR906140	646099	human metagenome	676774	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906140/SRR906140.fastq.gz		5060254	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906140
PRJNA208535	SAMN02254774	SRX308946	SRR906141	646099	human metagenome	342842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906141/SRR906141.fastq.gz		2599314	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906141
PRJNA208535	SAMN02254733	SRX308947	SRR906142	646099	human metagenome	436843	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906142/SRR906142.fastq.gz		3284748	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906142
PRJNA208535	SAMN02254734	SRX308948	SRR906162	646099	human metagenome	549402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906162/SRR906162.fastq.gz		4186811	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906162
PRJNA208535	SAMN02254735	SRX308949	SRR906163	646099	human metagenome	503992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906163/SRR906163.fastq.gz		3812680	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906163
PRJNA208535	SAMN02254736	SRX308950	SRR906164	646099	human metagenome	277740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906164/SRR906164.fastq.gz		2176027	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906164
PRJNA208535	SAMN02254737	SRX308951	SRR906165	646099	human metagenome	663743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906165/SRR906165.fastq.gz		4796680	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906165
PRJNA208535	SAMN02254738	SRX308952	SRR906166	646099	human metagenome	415182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906166/SRR906166.fastq.gz		3279016	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906166
PRJNA208535	SAMN02254783	SRX308953	SRR906167	646099	human metagenome	240007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906167/SRR906167.fastq.gz		2726145	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906167
PRJNA208535	SAMN02254784	SRX308954	SRR906168	646099	human metagenome	317538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906168/SRR906168.fastq.gz		3286228	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906168
PRJNA208535	SAMN02254785	SRX308955	SRR906169	646099	human metagenome	311813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906169/SRR906169.fastq.gz		2874774	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906169
PRJNA208535	SAMN02254786	SRX308956	SRR906170	646099	human metagenome	671865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906170/SRR906170.fastq.gz		6423262	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906170
PRJNA208535	SAMN02254739	SRX308957	SRR906171	646099	human metagenome	358829	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906171/SRR906171.fastq.gz		2735912	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906171
PRJNA208535	SAMN02254778	SRX308958	SRR906172	646099	human metagenome	399909	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906172/SRR906172.fastq.gz		3980669	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906172
PRJNA208535	SAMN02254779	SRX308959	SRR906173	646099	human metagenome	485067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906173/SRR906173.fastq.gz		4974235	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906173
PRJNA208535	SAMN02254780	SRX308960	SRR906174	646099	human metagenome	309566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906174/SRR906174.fastq.gz		3352303	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906174
PRJNA208535	SAMN02254781	SRX308961	SRR906175	646099	human metagenome	216861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906175/SRR906175.fastq.gz		2369784	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906175
PRJNA208535	SAMN02254782	SRX308962	SRR906176	646099	human metagenome	359892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906176/SRR906176.fastq.gz		4114013	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906176
PRJNA208535	SAMN02254787	SRX308963	SRR906177	646099	human metagenome	345500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906177/SRR906177.fastq.gz		3004470	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906177
PRJNA208535	SAMN02254788	SRX308964	SRR906178	646099	human metagenome	168297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906178/SRR906178.fastq.gz		1358064	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906178
PRJNA208535	SAMN02254789	SRX308965	SRR906179	646099	human metagenome	331843	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906179/SRR906179.fastq.gz		2937134	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906179
PRJNA208535	SAMN02254790	SRX308966	SRR906180	646099	human metagenome	107608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906180/SRR906180.fastq.gz		933686	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906180
PRJNA208535	SAMN02254791	SRX308967	SRR906181	646099	human metagenome	89433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906181/SRR906181.fastq.gz		702910	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906181
PRJNA208535	SAMN02254792	SRX308968	SRR906182	646099	human metagenome	283118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906182/SRR906182.fastq.gz		2026438	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906182
PRJNA208535	SAMN02254793	SRX308969	SRR906183	646099	human metagenome	465836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906183/SRR906183.fastq.gz		3325395	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906183
PRJNA208535	SAMN02254794	SRX308970	SRR906184	646099	human metagenome	326787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906184/SRR906184.fastq.gz		2262566	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906184
PRJNA208535	SAMN02254795	SRX308971	SRR906185	646099	human metagenome	165349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906185/SRR906185.fastq.gz		1262801	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906185
PRJNA208535	SAMN02254796	SRX308972	SRR906186	646099	human metagenome	313947	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906186/SRR906186.fastq.gz		2416294	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906186
PRJNA208535	SAMN02254797	SRX308973	SRR906187	646099	human metagenome	552626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906187/SRR906187.fastq.gz		4624836	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906187
PRJNA208535	SAMN02254798	SRX308974	SRR906188	646099	human metagenome	186421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906188/SRR906188.fastq.gz		1477992	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906188
PRJNA208535	SAMN02254799	SRX308975	SRR906189	646099	human metagenome	240841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906189/SRR906189.fastq.gz		2115232	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906189
PRJNA208535	SAMN02254802	SRX308976	SRR906190	646099	human metagenome	394391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906190/SRR906190.fastq.gz		3537558	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906190
PRJNA208535	SAMN02254803	SRX308977	SRR906191	646099	human metagenome	385893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906191/SRR906191.fastq.gz		3975080	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906191
PRJNA208535	SAMN02254804	SRX308978	SRR906192	646099	human metagenome	258630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906192/SRR906192.fastq.gz		2623017	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906192
PRJNA208535	SAMN02254805	SRX308979	SRR906193	646099	human metagenome	529145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906193/SRR906193.fastq.gz		5404875	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906193
PRJNA208535	SAMN02254806	SRX308980	SRR906194	646099	human metagenome	269816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906194/SRR906194.fastq.gz		2765335	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906194
PRJNA208535	SAMN02254807	SRX308981	SRR906195	646099	human metagenome	1073384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906195/SRR906195.fastq.gz		10705418	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906195
PRJNA208535	SAMN02254808	SRX308982	SRR906196	646099	human metagenome	1122706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906196/SRR906196.fastq.gz		10917096	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906196
PRJNA208535	SAMN02254800	SRX308983	SRR906197	646099	human metagenome	438779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906197/SRR906197.fastq.gz		4101796	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906197
PRJNA208535	SAMN02254801	SRX308984	SRR906198	646099	human metagenome	355555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906198/SRR906198.fastq.gz		3432693	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906198
PRJNA208535	SAMN02254809	SRX308985	SRR906199	646099	human metagenome	735362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906199/SRR906199.fastq.gz		7356233	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906199
PRJNA208535	SAMN02254810	SRX308986	SRR906200	646099	human metagenome	1058649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906200/SRR906200.fastq.gz		10358997	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906200
PRJNA208535	SAMN02254811	SRX308987	SRR906201	646099	human metagenome	779797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906201/SRR906201.fastq.gz		7460513	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906201
PRJNA208535	SAMN02254812	SRX308988	SRR906202	646099	human metagenome	583364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906202/SRR906202.fastq.gz		5610682	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906202
PRJNA208535	SAMN02254813	SRX308989	SRR906203	646099	human metagenome	903413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906203/SRR906203.fastq.gz		8659071	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906203
PRJNA208535	SAMN02254814	SRX308990	SRR906204	646099	human metagenome	1122796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906204/SRR906204.fastq.gz		9944754	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906204
PRJNA208535	SAMN02254815	SRX308991	SRR906205	646099	human metagenome	1072244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906205/SRR906205.fastq.gz		9175980	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906205
PRJNA208535	SAMN02254816	SRX308992	SRR906206	646099	human metagenome	1144719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906206/SRR906206.fastq.gz		10308510	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906206
PRJNA208535	SAMN02254824	SRX308993	SRR906207	646099	human metagenome	1028491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906207/SRR906207.fastq.gz		8238265	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906207
PRJNA208535	SAMN02254825	SRX308994	SRR906208	646099	human metagenome	973568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906208/SRR906208.fastq.gz		8105897	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906208
PRJNA208535	SAMN02254826	SRX308995	SRR906209	646099	human metagenome	839302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906209/SRR906209.fastq.gz		8660965	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906209
PRJNA208535	SAMN02254827	SRX308996	SRR906210	646099	human metagenome	1032303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906210/SRR906210.fastq.gz		8579180	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906210
PRJNA208535	SAMN02254828	SRX308997	SRR906211	646099	human metagenome	685358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906211/SRR906211.fastq.gz		7687260	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906211
PRJNA208535	SAMN02254829	SRX308998	SRR906212	646099	human metagenome	332094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906212/SRR906212.fastq.gz		3606631	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906212
PRJNA208535	SAMN02254830	SRX308999	SRR906213	646099	human metagenome	272634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906213/SRR906213.fastq.gz		3239169	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906213
PRJNA208535	SAMN02254831	SRX309000	SRR906214	646099	human metagenome	220357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906214/SRR906214.fastq.gz		2631093	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906214
PRJNA208535	SAMN02254832	SRX309001	SRR906215	646099	human metagenome	735340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906215/SRR906215.fastq.gz		8473949	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906215
PRJNA208535	SAMN02254833	SRX309002	SRR906216	646099	human metagenome	689414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906216/SRR906216.fastq.gz		7366525	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906216
PRJNA208535	SAMN02254834	SRX309003	SRR906217	646099	human metagenome	910496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906217/SRR906217.fastq.gz		10548619	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906217
PRJNA208535	SAMN02254835	SRX309004	SRR906218	646099	human metagenome	762417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906218/SRR906218.fastq.gz		8682718	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906218
PRJNA208535	SAMN02254836	SRX309005	SRR906219	646099	human metagenome	761338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906219/SRR906219.fastq.gz		9021388	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906219
PRJNA208535	SAMN02254837	SRX309006	SRR906220	646099	human metagenome	924267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906220/SRR906220.fastq.gz		10070036	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906220
PRJNA208535	SAMN02254838	SRX309007	SRR906221	646099	human metagenome	804328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906221/SRR906221.fastq.gz		8520491	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906221
PRJNA208535	SAMN02254839	SRX309008	SRR906222	646099	human metagenome	754323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906222/SRR906222.fastq.gz		8091052	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906222
PRJNA208535	SAMN02254840	SRX309009	SRR906223	646099	human metagenome	327346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906223/SRR906223.fastq.gz		3512845	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906223
PRJNA208535	SAMN02254817	SRX309010	SRR906224	646099	human metagenome	933647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906224/SRR906224.fastq.gz		9860516	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906224
PRJNA208535	SAMN02254818	SRX309011	SRR906225	646099	human metagenome	921554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906225/SRR906225.fastq.gz		8980407	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906225
PRJNA208535	SAMN02254819	SRX309012	SRR906226	646099	human metagenome	894006	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906226/SRR906226.fastq.gz		9262304	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906226
PRJNA208535	SAMN02254820	SRX309013	SRR906227	646099	human metagenome	847474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906227/SRR906227.fastq.gz		9058219	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906227
PRJNA208535	SAMN02254821	SRX309014	SRR906228	646099	human metagenome	47294	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906228/SRR906228.fastq.gz		605873	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906228
PRJNA208535	SAMN02254822	SRX309015	SRR906229	646099	human metagenome	1065624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906229/SRR906229.fastq.gz		10283812	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906229
PRJNA208535	SAMN02254823	SRX309016	SRR906230	646099	human metagenome	713341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906230/SRR906230.fastq.gz		7291540	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906230
PRJNA208535	SAMN02254841	SRX309017	SRR906231	646099	human metagenome	447171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906231/SRR906231.fastq.gz		4952523	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906231
PRJNA208535	SAMN02254842	SRX309018	SRR906232	646099	human metagenome	614790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906232/SRR906232.fastq.gz		5830868	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906232
PRJNA208535	SAMN02254843	SRX309019	SRR906233	646099	human metagenome	756595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906233/SRR906233.fastq.gz		8618533	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906233
PRJNA208535	SAMN02254844	SRX309020	SRR906234	646099	human metagenome	572316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906234/SRR906234.fastq.gz		4583965	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906234
PRJNA208535	SAMN02254845	SRX309021	SRR906235	646099	human metagenome	529159	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906235/SRR906235.fastq.gz		4464560	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906235
PRJNA208535	SAMN02254846	SRX309022	SRR906236	646099	human metagenome	369906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906236/SRR906236.fastq.gz		3251310	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906236
PRJNA208535	SAMN02254850	SRX309023	SRR906237	646099	human metagenome	708345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906237/SRR906237.fastq.gz		8107819	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906237
PRJNA208535	SAMN02254851	SRX309024	SRR906238	646099	human metagenome	719685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906238/SRR906238.fastq.gz		7384106	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906238
PRJNA208535	SAMN02254852	SRX309025	SRR906239	646099	human metagenome	656724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906239/SRR906239.fastq.gz		6810680	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906239
PRJNA208535	SAMN02254853	SRX309026	SRR906240	646099	human metagenome	513538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906240/SRR906240.fastq.gz		6713277	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906240
PRJNA208535	SAMN02254854	SRX309027	SRR906241	646099	human metagenome	495921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906241/SRR906241.fastq.gz		6868854	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906241
PRJNA208535	SAMN02254855	SRX309028	SRR906242	646099	human metagenome	580281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906242/SRR906242.fastq.gz		8020251	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906242
PRJNA208535	SAMN02254856	SRX309029	SRR906243	646099	human metagenome	783016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906243/SRR906243.fastq.gz		10925117	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906243
PRJNA208535	SAMN02254857	SRX309030	SRR906244	646099	human metagenome	653679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906244/SRR906244.fastq.gz		8354678	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906244
PRJNA208535	SAMN02254858	SRX309031	SRR906245	646099	human metagenome	367088	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906245/SRR906245.fastq.gz		4475353	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906245
PRJNA208535	SAMN02254859	SRX309032	SRR906246	646099	human metagenome	409233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906246/SRR906246.fastq.gz		4649224	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906246
PRJNA208535	SAMN02254860	SRX309033	SRR906247	646099	human metagenome	785433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906247/SRR906247.fastq.gz		7734719	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906247
PRJNA208535	SAMN02254861	SRX309034	SRR906248	646099	human metagenome	598286	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906248/SRR906248.fastq.gz		5354427	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906248
PRJNA208535	SAMN02254862	SRX309035	SRR906249	646099	human metagenome	726964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906249/SRR906249.fastq.gz		7675101	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906249
PRJNA208535	SAMN02254863	SRX309036	SRR906250	646099	human metagenome	742535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906250/SRR906250.fastq.gz		9774503	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906250
PRJNA208535	SAMN02254864	SRX309037	SRR906251	646099	human metagenome	815884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906251/SRR906251.fastq.gz		11077205	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906251
PRJNA208535	SAMN02254865	SRX309038	SRR906252	646099	human metagenome	398754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906252/SRR906252.fastq.gz		5532391	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906252
PRJNA208535	SAMN02254866	SRX309039	SRR906253	646099	human metagenome	239608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906253/SRR906253.fastq.gz		3382198	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906253
PRJNA208535	SAMN02254867	SRX309040	SRR906254	646099	human metagenome	725719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906254/SRR906254.fastq.gz		7233126	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906254
PRJNA208535	SAMN02254868	SRX309041	SRR906255	646099	human metagenome	462222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906255/SRR906255.fastq.gz		6274715	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906255
PRJNA208535	SAMN02254869	SRX309042	SRR906256	646099	human metagenome	746916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906256/SRR906256.fastq.gz		8930871	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906256
PRJNA208535	SAMN02254870	SRX309043	SRR906257	646099	human metagenome	721903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906257/SRR906257.fastq.gz		9252318	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906257
PRJNA208535	SAMN02254871	SRX309044	SRR906258	646099	human metagenome	486986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906258/SRR906258.fastq.gz		6053316	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906258
PRJNA208535	SAMN02254872	SRX309045	SRR906259	646099	human metagenome	781378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906259/SRR906259.fastq.gz		8859479	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906259
PRJNA208535	SAMN02254873	SRX309046	SRR906260	646099	human metagenome	763330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906260/SRR906260.fastq.gz		7816481	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906260
PRJNA208535	SAMN02254874	SRX309047	SRR906261	646099	human metagenome	706584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906261/SRR906261.fastq.gz		7577417	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906261
PRJNA208535	SAMN02254875	SRX309048	SRR906262	646099	human metagenome	587957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906262/SRR906262.fastq.gz		5453987	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906262
PRJNA208535	SAMN02254876	SRX309049	SRR906263	646099	human metagenome	448510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR906/SRR906263/SRR906263.fastq.gz		3954083	ftp.sra.ebi.ac.uk/vol1/srr/SRR906/SRR906263
